crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.002,50046,0.092,0.649,0.345,79.4,382.472,211.233,5043.561,81334,0.381,0.166,0.18,-0.036,0.15,0.02,0.444,-0.623,0.263,0.689,0.215,-0.239,-0.058,0.183,-0.135,19,0.165,0.148,0.166,0.766,0.151,0.008,0.277,0.752,-0.009,0.42,0.417,0.482,-0.035,0.583,-0.003,0.709,0.201,-0.815,0.916
1.804,89369,0.189,0.662,0.94,80.0,403.18,220.234,5323.447,149910,0.169,-0.031,0.387,0.182,0.399,-0.498,0.709,-0.417,-0.044,0.381,0.61,0.661,0.164,0.236,-0.305,22,0.66,0.133,0.387,0.204,-0.19,0.076,0.148,0.266,-0.032,0.575,0.491,0.378,-0.006,0.205,-0.043,0.616,-0.117,-0.377,0.257
1.178,90815,0.188,0.658,0.881,77.9,469.766,216.835,4863.953,154073,0.199,-0.197,0.274,0.034,-0.167,-0.377,0.231,0.122,0.445,0.429,0.659,0.195,0.181,0.163,-0.857,18,0.019,0.016,0.167,-0.014,-0.604,0.787,-0.089,0.019,0.062,0.224,0.608,0.128,-0.132,0.142,0.025,0.293,0.68,-0.847,0.39
1.595,98213,0.131,0.611,0.886,80.1,466.847,217.307,5374.299,156696,0.167,0.184,-0.144,0.203,0.015,0.362,0.057,-0.679,-0.397,0.237,-0.125,0.68,0.596,0.158,-0.736,19,0.015,0.045,0.131,0.806,0.571,0.233,-0.445,1.0,-0.013,0.904,0.633,0.877,0.009,0.806,-0.006,0.82,-0.084,-1.0,0.944
1.757,90949,0.168,0.615,0.977,80.7,439.906,221.519,5109.427,148783,0.299,0.215,-0.602,0.223,-0.391,0.314,0.208,-0.867,0.561,0.743,0.464,0.017,0.45,0.238,0.53,17,0.274,0.085,0.122,0.822,0.576,0.071,0.178,0.668,-0.011,0.964,0.516,0.629,-0.008,1.0,0.05,0.741,0.543,-0.44,0.55
1.56,107106,0.2,0.67,0.75,83.0,473.19,211.737,4984.092,142089,0.158,-0.012,0.169,-0.73,-0.164,0.194,0.233,-0.684,0.223,0.308,-0.424,1.0,1.0,0.183,-0.852,19,0.149,0.13,0.298,0.422,0.635,0.479,0.291,0.454,0.046,0.006,0.61,0.131,0.091,0.562,0.035,-0.771,-0.055,-0.98,0.797
0.767,48492,0.13,0.672,0.509,80.3,372.231,206.423,5194.142,81190,0.334,0.057,-0.551,0.106,0.21,-0.653,-0.124,-0.258,0.404,-0.585,-0.072,0.075,0.203,0.523,0.76,41,0.892,0.054,0.5,0.162,0.174,0.049,0.013,0.62,0.531,-0.004,0.354,0.492,0.544,0.483,-0.049,0.016,0.237,-0.651,0.568
1.596,41813,0.143,0.618,0.369,81.5,368.219,209.445,4902.513,54549,0.231,-0.094,0.141,0.092,0.401,-0.684,0.402,-0.405,0.36,-0.374,0.225,0.156,0.187,0.191,-0.175,25,0.658,0.017,0.507,0.344,0.196,0.63,-0.637,0.076,0.035,0.196,0.36,0.192,0.052,0.752,0.081,0.027,-0.071,-0.134,0.075
0.664,41758,0.079,0.649,0.202,79.1,369.142,213.65,4621.205,72501,0.149,-0.075,-0.452,0.181,0.037,-0.037,0.346,0.252,-0.253,0.456,0.596,0.001,-0.089,0.206,0.802,28,0.645,0.119,0.186,-0.275,1.0,0.074,-0.185,1.0,0.749,0.077,0.391,-0.743,0.724,0.471,-0.005,0.809,0.011,-0.73,-0.037
1.727,106106,0.177,0.696,0.911,76.5,464.104,215.685,5306.251,143474,0.26,0.201,-0.429,-0.07,0.207,-0.639,0.03,-0.154,0.778,0.25,-0.453,-0.59,-0.335,0.575,0.592,45,0.048,0.071,0.549,-0.024,-0.471,0.064,0.35,1.0,-0.054,0.678,0.578,-0.058,-0.049,-0.683,-0.057,0.223,0.986,-0.735,0.629
1.659,94989,0.168,0.55,0.982,78.8,432.359,215.689,5277.589,147022,0.154,-0.146,-0.035,0.484,-0.012,-0.628,-0.204,0.195,0.374,0.807,0.165,0.539,0.178,0.731,0.007,17,0.158,0.117,0.19,0.035,-0.293,0.743,-0.254,0.307,0.013,0.44,0.514,0.471,-0.02,0.066,-0.03,-0.107,0.212,-0.64,0.255
1.664,95695,0.179,0.557,0.949,81.5,437.072,219.683,5462.855,139299,0.3,0.165,-0.567,-0.001,0.423,-0.792,0.143,-0.622,0.661,0.754,-0.403,0.164,0.278,0.218,-0.37,24,0.561,0.056,0.315,0.52,0.439,0.485,0.131,0.911,-0.04,0.728,0.513,0.847,0.066,1.0,-0.009,0.819,-0.197,0.559,-0.016
2.151,105475,0.183,0.609,0.99,80.5,457.787,223.482,5331.294,143710,0.37,0.414,-0.617,0.411,-0.002,-0.553,0.219,-0.546,0.589,0.976,-0.587,-0.172,-0.39,0.171,-0.767,17,0.18,0.125,0.229,0.386,-0.434,0.724,0.26,1.0,-0.037,0.313,0.57,0.715,-0.12,0.527,0.047,0.813,0.875,-0.666,0.832
1.661,91458,0.19,0.645,0.837,77.3,442.522,219.578,5101.636,151488,0.181,0.181,-0.55,-0.054,-0.214,-0.732,0.184,-1.0,0.581,0.188,-0.428,0.531,0.501,0.151,0.455,17,0.01,0.061,0.202,0.994,-0.416,0.854,-0.014,0.964,0.047,0.91,0.557,0.882,-0.006,0.875,-0.107,-0.474,0.087,-0.248,0.33
1.628,98258,0.17,0.722,0.869,79.0,436.481,218.386,5455.665,147917,0.346,0.15,-0.641,-0.056,-0.392,-0.554,0.635,-0.447,0.656,0.354,0.599,0.607,0.63,0.544,-0.709,36,0.095,0.077,0.182,0.624,0.561,0.441,-0.238,-0.4,0.055,0.403,0.497,0.286,0.021,-0.235,-0.076,0.359,0.757,-1.0,1.0
1.717,89485,0.177,0.584,0.805,80.9,431.334,220.914,5391.438,150322,0.357,0.349,0.243,0.478,-0.192,0.372,0.155,0.161,1.0,1.0,-0.004,-0.738,-0.872,0.536,-0.001,17,0.136,0.141,0.717,0.064,0.987,0.017,0.364,-0.505,1.0,0.073,0.471,-0.984,-0.979,1.0,0.953,-0.616,1.0,-1.0,1.0
1.693,98715,0.167,0.612,0.977,76.9,458.489,226.735,5076.622,127776,0.15,-0.124,-0.258,0.489,0.145,0.179,0.295,-0.267,-0.442,0.451,0.214,0.419,0.569,0.242,-0.226,16,0.214,0.031,0.405,0.408,0.48,0.011,0.002,0.841,0.004,0.519,0.539,0.766,0.035,0.821,0.079,0.523,0.124,-0.769,0.388
1.433,48074,0.112,0.646,0.338,81.7,375.167,215.214,4728.896,85345,0.265,0.008,0.431,0.221,0.217,-0.114,0.42,-0.022,0.138,0.53,-0.449,0.017,0.392,0.23,-0.369,16,0.651,0.092,0.269,0.143,-0.16,0.005,0.088,0.844,-0.367,0.039,0.396,0.689,0.773,0.634,0.349,0.494,0.691,-0.796,0.729
2.09,90846,0.157,0.588,0.914,79.9,472.543,222.031,5412.387,152202,0.179,-0.788,-0.025,-0.502,-0.308,-0.789,0.667,0.458,0.026,-0.816,-0.035,-0.901,-0.844,0.153,-0.057,16,0.037,0.124,0.246,-0.384,0.043,0.725,-0.032,0.88,0.042,0.898,0.582,-0.632,0.006,1.0,-0.041,-0.994,-0.71,0.165,0.006
1.313,47066,0.108,0.612,0.35,79.8,365.384,216.53,5024.169,77211,0.303,-0.048,0.245,-0.221,0.351,-0.178,-0.084,0.099,-0.01,0.103,-0.133,-0.041,-0.419,0.154,0.966,35,0.024,0.107,0.484,-0.052,-0.471,0.612,-0.279,0.987,-0.738,0.074,0.338,0.803,0.954,1.0,-0.035,-0.127,-0.936,-0.385,-0.065
1.123,50891,0.093,0.664,0.476,82.2,381.455,216.682,5150.097,82718,0.362,0.186,0.078,0.016,0.175,-0.002,-0.057,-0.645,0.173,0.858,0.187,-0.097,-0.068,0.215,-0.15,19,0.248,0.07,0.246,0.757,0.142,0.066,0.764,0.639,-0.024,0.389,0.431,0.383,-0.027,0.495,0.045,0.74,0.235,-0.899,0.911
1.465,47605,0.112,0.607,0.532,77.2,368.578,208.06,5052.221,84714,0.299,-0.072,-0.239,-0.411,-0.061,0.038,0.736,0.116,0.252,0.609,-0.176,0.17,0.2,0.238,-0.406,18,0.139,0.122,0.417,-0.214,0.058,0.089,0.054,1.0,0.046,1.0,0.351,-0.011,0.029,0.991,0.012,0.953,-1.0,-0.903,0.941
1.885,97806,0.171,0.747,0.989,75.5,442.855,219.517,5180.422,141229,0.342,-0.573,0.258,-0.306,-0.041,-0.519,0.375,-0.629,0.187,-0.145,-0.861,-0.137,-0.388,0.226,0.94,16,0.24,0.077,0.445,0.747,0.36,0.73,-0.489,0.302,-0.506,-0.096,0.52,0.742,0.05,0.855,-0.412,-1.0,0.527,-0.463,0.887
0.961,51193,0.11,0.644,0.499,78.8,375.556,219.366,4972.757,80261,0.147,-0.22,-0.61,-0.308,-0.336,-0.924,0.218,-0.219,0.496,-0.118,-0.541,-0.031,-0.25,0.194,0.326,26,0.074,0.1,0.299,-0.024,-0.152,0.42,-0.347,0.723,0.026,0.809,0.405,0.65,-0.055,0.655,-0.03,-0.519,0.189,0.975,-0.197
1.647,90899,0.176,0.66,0.822,77.1,434.018,223.857,5114.103,137369,0.303,-0.161,0.115,-0.042,-0.211,-0.346,0.684,0.024,0.402,0.405,0.658,0.186,0.297,0.155,-0.798,18,0.015,0.057,0.199,-0.06,-0.574,0.634,-0.178,-0.012,0.006,0.168,0.49,0.239,0.008,0.113,-0.024,0.312,0.713,-0.774,0.3
1.302,51047,0.132,0.628,0.609,77.0,385.465,223.233,4975.367,101587,0.245,-0.016,-0.435,0.133,0.203,-0.523,-0.015,-0.604,0.408,0.132,0.015,0.626,0.403,0.18,0.457,20,0.578,0.018,0.219,0.508,0.389,0.046,0.027,0.921,0.037,0.985,0.417,0.592,0.049,0.724,-0.013,-0.83,-0.386,-0.781,0.529
0.792,46217,0.084,0.579,0.497,78.9,410.422,219.154,5028.206,79490,0.218,-0.049,0.419,0.198,-0.207,-0.375,0.392,-0.501,1.0,0.443,0.169,0.405,0.559,0.537,0.456,17,0.027,0.039,0.443,0.451,-0.001,0.075,-0.012,0.99,-0.512,-0.042,0.435,0.0,0.947,1.0,0.586,0.028,-0.087,-1.0,0.978
1.081,49768,0.091,0.608,0.598,79.6,390.748,219.421,5059.636,91368,0.141,0.173,0.159,0.059,0.021,-0.234,0.686,-0.04,0.815,0.646,0.128,0.419,-0.281,0.164,0.006,16,0.12,0.075,0.214,0.135,0.166,0.32,-0.339,0.027,-0.059,0.488,0.424,-0.041,0.019,0.65,0.087,0.635,0.28,-0.485,0.592
1.11,49949,0.098,0.519,0.429,77.6,383.608,215.601,4698.556,84730,0.377,0.075,-0.342,0.226,-0.079,-0.258,-0.359,-0.593,0.165,0.15,0.514,-0.241,0.203,0.156,-0.7,18,0.228,0.135,0.506,0.391,0.61,0.55,-0.41,0.32,0.055,0.476,0.39,0.529,-0.025,0.511,0.045,0.299,0.238,-0.974,0.281
1.727,88187,0.143,0.579,0.798,76.8,456.351,208.779,5203.649,143052,0.384,0.105,0.254,-0.666,-0.191,0.318,0.175,-0.425,0.149,0.413,-0.42,0.943,0.987,0.216,-0.805,16,0.192,0.028,0.232,0.438,0.638,0.377,-0.261,0.366,-0.03,0.004,0.581,0.119,-0.011,0.621,-0.004,-0.81,0.011,-0.951,0.76
1.943,99829,0.172,0.627,0.829,85.9,424.347,216.455,5498.61,142887,0.334,0.125,0.233,-0.074,-0.02,-0.045,0.3,-0.898,-0.223,0.36,-0.272,0.556,0.039,0.165,-0.407,16,-0.011,0.054,0.704,0.969,0.519,0.011,0.402,-0.07,0.024,-0.048,0.525,0.062,0.033,0.144,0.119,0.342,0.005,-0.94,0.264
1.444,54184,0.119,0.645,0.631,79.1,393.309,218.351,5117.407,96338,0.241,0.445,0.452,-0.31,0.307,0.276,0.581,0.499,-0.188,0.718,-0.63,-0.827,-0.807,0.173,0.872,19,0.16,0.056,0.13,-0.641,-0.385,0.012,-0.212,1.0,0.022,0.008,0.392,-0.117,-0.05,1.0,0.084,0.63,-0.017,-0.991,0.899
1.741,86684,0.191,0.561,0.987,80.5,445.147,227.439,4977.91,152778,0.282,-0.455,-0.626,-0.015,0.256,-0.38,0.05,-0.179,0.446,0.211,-0.38,-0.211,0.34,0.242,-0.022,19,0.15,0.119,0.109,0.211,0.447,0.888,-0.231,0.401,-0.004,0.641,0.525,0.473,-0.048,0.586,0.004,-0.454,0.446,-1.0,-0.817
1.997,95859,0.186,0.607,0.792,78.6,455.328,214.975,5327.444,135783,0.323,0.362,0.474,0.376,0.295,0.102,0.272,-0.177,-0.475,1.0,0.538,0.452,-0.116,0.168,0.043,16,-0.016,0.086,0.184,0.256,0.379,0.634,0.028,0.919,0.006,0.989,0.578,0.928,0.003,1.0,-0.066,-0.739,0.035,-0.958,0.016
1.656,97497,0.172,0.647,0.887,81.7,454.041,219.719,5109.293,144475,0.348,0.21,-0.546,0.226,0.307,0.184,0.244,0.192,0.0,0.816,0.57,0.604,0.822,0.247,0.878,26,0.234,0.068,0.125,-0.258,1.0,0.062,0.388,1.0,0.003,1.0,0.544,0.579,0.117,0.842,0.078,1.0,1.0,-0.002,-0.464
1.383,92472,0.177,0.595,0.912,78.3,450.384,219.052,5208.286,139052,0.36,0.224,-0.406,0.166,-0.369,-0.68,0.003,-0.745,0.664,-0.191,0.728,0.824,0.787,0.927,0.758,48,0.911,0.019,0.312,0.592,0.141,0.075,0.179,0.305,-0.118,0.3,0.568,0.009,-0.022,0.023,0.045,0.273,0.293,-0.497,0.554
1.827,94002,0.165,0.568,0.832,82.4,450.135,223.948,5113.642,158265,0.178,0.364,-0.281,-0.151,-0.868,-0.8,0.303,-0.346,1.0,0.333,-0.728,0.407,0.408,0.5,0.023,22,0.561,0.146,0.573,0.513,-0.605,0.607,-0.07,0.428,0.007,-0.056,0.59,0.785,1.0,0.909,-0.558,-0.782,1.0,-0.495,1.0
1.25,45033,0.073,0.631,0.293,85.4,373.072,213.875,4912.408,66470,0.121,0.431,-0.118,0.233,0.067,-0.674,-0.168,0.241,0.468,0.431,0.596,0.144,0.224,0.167,-0.148,24,0.177,0.123,0.315,-0.22,0.62,0.025,0.014,0.353,-0.382,0.024,0.369,0.013,0.629,0.032,-0.452,0.614,0.481,-0.782,0.436
1.331,46880,0.059,0.662,0.263,76.5,382.181,213.771,4835.748,67019,0.394,0.059,-0.551,0.164,0.162,0.334,0.19,-0.601,0.325,0.372,-0.073,0.401,0.129,0.166,0.001,17,0.227,0.018,0.221,0.402,0.563,0.364,-0.133,1.0,0.055,0.626,0.408,0.74,0.102,0.501,0.13,-0.289,0.983,-0.999,0.687
1.485,46600,0.109,0.561,0.368,79.9,385.163,212.627,4997.257,71075,0.24,0.236,-0.481,0.22,0.365,-0.369,0.141,-1.0,0.589,0.161,-0.845,-0.193,-0.392,0.243,-0.514,28,0.651,0.016,0.128,0.957,0.009,0.586,-0.092,-0.068,-0.069,0.922,0.39,0.791,-0.039,0.682,0.042,-0.687,0.716,-0.937,0.986
1.844,103945,0.196,0.5,0.837,77.6,445.806,220.446,4921.69,156345,0.314,0.152,0.154,0.066,0.31,-0.561,0.422,0.325,0.606,1.0,0.168,-0.362,-0.423,0.235,-0.388,19,0.077,0.045,0.611,-0.223,-0.177,0.082,0.383,0.854,0.025,0.562,0.582,0.597,0.091,0.649,-0.023,0.369,0.29,0.617,0.3
1.864,39858,0.137,0.621,0.351,80.5,333.288,209.977,4744.983,56730,0.155,-0.222,0.224,0.152,0.357,-0.761,0.024,-0.437,0.428,-0.461,0.201,0.147,0.225,0.154,-0.162,24,0.665,0.017,0.49,0.33,0.21,0.767,0.22,0.071,-0.062,0.151,0.338,0.185,-0.024,0.737,0.043,0.099,-0.123,-0.055,0.005
0.927,50682,0.073,0.615,0.567,80.6,366.256,216.884,4957.457,86021,0.218,0.044,-0.065,-0.011,-0.037,-0.635,0.253,-0.571,0.157,0.189,0.154,0.498,0.163,0.248,-0.247,18,0.183,0.114,0.418,0.404,0.549,0.329,-0.051,1.0,0.067,0.717,0.352,0.61,0.034,0.819,0.022,-0.381,0.327,0.421,0.381
1.968,88859,0.19,0.693,0.975,77.4,461.724,214.094,5107.668,157662,0.237,0.078,0.322,-0.612,-0.159,0.193,0.434,-0.486,0.221,0.343,-0.418,1.0,0.97,0.167,-0.813,17,0.213,0.039,0.27,0.453,0.61,0.468,0.013,0.423,-0.023,0.029,0.571,0.16,0.036,0.596,-0.047,-0.772,-0.028,-0.987,0.826
1.183,94437,0.17,0.642,0.809,77.4,444.953,214.899,5282.099,150414,0.341,-0.064,0.412,-0.018,0.258,-0.394,0.267,-0.329,0.025,0.185,0.168,0.218,0.283,0.223,0.542,16,0.242,0.133,0.64,0.145,0.473,0.028,-0.193,0.6,0.036,0.56,0.52,0.451,0.183,0.605,0.085,0.178,0.104,-1.0,-0.031
2.166,93287,0.219,0.657,0.883,81.4,438.829,223.427,5381.12,149817,0.345,-0.785,0.074,-0.36,-0.462,-0.703,-0.189,0.344,-0.004,-0.91,-0.072,-0.809,-0.738,0.169,-0.129,16,0.035,0.095,0.28,-0.431,0.022,0.416,0.267,0.814,0.072,0.931,0.5,-0.62,0.024,0.964,-0.012,-0.961,-0.679,0.29,0.012
1.058,43885,0.046,0.584,0.28,80.3,359.92,205.357,5109.644,74876,0.34,0.037,-0.548,0.244,0.214,0.142,0.5,-0.285,0.423,0.427,-0.046,0.401,0.035,0.157,0.051,18,0.164,0.078,0.254,0.425,0.648,0.738,-0.347,1.0,-0.006,0.718,0.344,0.65,-0.006,0.537,-0.056,-0.232,1.0,-1.0,0.709
1.924,94227,0.187,0.572,0.922,80.2,430.147,221.167,5491.316,146768,0.355,-0.07,-0.727,0.02,-0.092,-0.636,0.38,-0.162,-0.184,0.82,0.561,0.044,0.058,0.25,-0.4,19,0.203,0.026,0.493,0.261,0.388,0.697,-0.21,0.707,-0.032,0.665,0.474,0.455,-0.043,0.865,0.001,0.579,0.219,-0.337,0.221
1.529,46539,0.085,0.554,0.47,80.4,373.313,214.43,5297.596,82143,0.159,0.051,0.437,0.218,-0.186,-0.418,-0.12,-0.193,0.967,0.509,0.139,0.377,0.596,0.539,0.48,19,0.141,0.028,0.515,0.325,0.037,0.037,-0.261,0.93,-0.512,-0.047,0.39,0.028,0.955,0.999,0.511,-0.091,0.094,-0.904,0.882
1.719,91151,0.206,0.679,0.803,77.1,432.803,221.769,5287.123,139508,0.287,0.306,-0.401,-0.028,0.308,-0.634,-0.249,0.017,0.792,0.212,-0.472,-0.614,-0.435,0.509,0.643,40,0.119,0.027,0.604,-0.008,-0.386,0.03,-0.078,1.0,0.062,0.637,0.498,0.026,-0.026,-0.765,0.035,0.16,0.972,-0.835,0.636
1.909,91959,0.175,0.679,0.944,79.7,503.664,225.045,5177.38,136667,0.399,0.433,-0.403,0.217,-0.689,-0.873,0.063,-1.0,0.338,-0.645,-0.63,-0.596,-0.85,0.5,-0.018,32,0.657,0.04,0.346,1.0,-0.448,0.786,-0.01,0.707,-0.758,-0.075,0.7,1.0,0.886,0.388,0.097,-0.497,0.053,-0.507,0.953
1.494,97778,0.197,0.641,0.86,78.0,435.99,220.26,5421.638,154378,0.181,0.228,-0.001,0.136,-0.051,-0.335,0.149,-0.418,0.325,0.05,0.243,0.539,0.353,0.195,0.396,19,0.15,0.025,0.516,0.395,0.016,0.092,0.011,0.94,0.039,0.741,0.534,0.511,-0.012,0.106,-0.024,0.521,0.875,-0.078,0.658
1.368,61292,0.244,0.668,0.913,78.6,601.883,208.048,4770.956,125313,0.19,-0.838,0.453,-0.676,-0.764,-0.891,0.396,1.0,-0.787,1.0,-0.807,-0.808,-0.834,0.939,1.0,32,0.038,0.055,0.977,-0.924,-0.85,0.371,-0.114,-1.0,0.084,-1.0,0.862,1.0,0.011,-0.976,0.02,0.974,-1.0,0.946,-0.982
1.677,100500,0.164,0.641,0.743,78.6,440.901,218.498,5129.69,155950,0.323,0.375,-0.518,0.068,0.042,-0.545,0.014,-0.37,0.705,-0.135,-0.959,0.797,0.144,0.453,-0.352,44,0.912,0.124,0.196,0.225,0.568,0.052,0.005,0.342,-0.504,-0.04,0.53,-0.012,0.427,0.842,-0.014,-0.998,-0.145,-0.77,0.696
1.622,101532,0.157,0.618,1.0,78.0,438.78,223.369,5209.736,159512,0.338,0.168,-0.26,0.248,-0.047,0.2,0.474,-0.062,0.188,0.102,0.451,0.682,0.332,0.206,-0.184,19,0.276,0.031,0.301,0.276,0.409,0.089,-0.059,0.76,0.005,0.695,0.49,0.453,-0.023,0.139,-0.129,0.932,0.016,-1.0,0.294
1.851,98322,0.159,0.593,0.889,78.5,426.843,221.765,5147.587,160740,0.248,-0.044,-0.596,0.22,-0.326,0.042,0.11,-0.851,0.421,0.165,0.565,0.185,0.148,0.208,0.055,21,0.129,0.052,0.369,1.0,0.815,0.059,-0.166,1.0,-0.271,-0.041,0.458,0.633,0.718,0.582,-0.287,-0.051,0.76,-0.928,0.782
1.778,98989,0.205,0.526,0.89,80.1,425.218,210.402,5544.905,151904,0.237,-0.212,-0.53,0.22,-0.041,-0.229,0.14,-0.186,-0.199,-0.045,0.472,0.21,0.016,0.192,-0.015,22,0.623,0.073,0.382,-0.052,0.541,0.03,-0.085,0.776,-0.269,-0.033,0.503,0.387,0.85,0.705,-0.213,-0.082,0.306,-0.578,0.232
2.127,92403,0.165,0.641,0.931,81.1,451.165,227.577,5376.12,140394,0.355,0.215,-0.61,-0.085,-0.116,-0.605,0.261,-1.0,0.709,0.276,-0.36,0.646,0.403,0.232,0.35,18,-0.047,0.096,0.238,0.974,-0.347,0.699,-0.099,0.969,0.056,0.877,0.56,0.897,0.03,0.932,-0.005,-0.509,0.111,-0.313,0.278
1.687,87811,0.205,0.591,0.89,80.4,459.159,217.046,4901.565,137595,0.236,0.157,0.21,-0.063,0.023,0.081,0.6,-1.0,-0.179,0.44,-0.215,0.558,0.028,0.199,-0.403,19,-0.017,0.043,0.66,1.0,0.629,0.066,-0.09,-0.116,-0.035,0.027,0.541,0.138,0.011,0.216,0.022,0.28,-0.051,-0.965,0.229
1.205,49959,0.09,0.62,0.381,80.3,358.778,211.888,4805.146,96592,0.351,0.383,-0.189,0.143,0.264,-0.722,0.267,-0.955,0.387,0.257,0.99,0.669,0.797,0.164,0.01,18,-0.048,0.096,0.418,0.845,0.565,0.301,0.029,-0.063,0.014,0.059,0.36,-0.063,-0.031,0.037,-0.086,-0.703,-0.469,-0.446,0.944
1.172,48983,0.074,0.597,0.479,78.9,367.461,218.197,5037.913,83728,0.251,0.016,0.506,0.203,-0.181,-0.353,0.309,-0.489,1.0,0.346,0.143,0.488,0.535,0.487,0.34,16,0.02,0.036,0.489,0.432,-0.077,0.034,-0.69,0.964,-0.464,-0.04,0.34,-0.038,0.959,1.0,0.48,0.04,0.05,-0.991,1.0
1.989,96148,0.195,0.609,0.898,77.4,440.954,221.493,5311.142,147130,0.304,0.094,0.037,-0.214,0.433,0.01,-0.092,-0.845,-0.066,0.007,-0.367,-0.001,0.025,0.174,-0.067,28,0.618,0.098,0.13,0.618,-0.007,0.715,0.182,0.927,0.472,-0.098,0.551,0.681,1.0,0.934,0.492,1.0,0.61,0.917,0.49
1.89,99011,0.183,0.627,0.922,77.1,465.311,215.39,5132.093,157745,0.132,0.247,0.304,0.041,0.436,0.026,0.666,-0.782,0.65,0.319,0.281,0.373,0.55,0.242,0.422,16,0.176,0.12,0.821,0.767,0.578,0.084,0.001,0.722,0.455,0.024,0.601,0.786,0.9,0.719,0.215,-0.499,0.022,-0.436,0.516
1.094,51274,0.102,0.623,0.665,81.1,334.171,210.212,5080.925,85178,0.269,0.011,-0.513,0.152,0.257,-0.581,0.587,-0.147,0.375,-0.655,-0.036,0.281,0.232,0.578,0.78,46,0.881,0.013,0.479,0.19,0.206,0.099,-0.061,0.619,0.498,-0.074,0.257,0.451,0.532,0.546,0.073,0.066,0.215,-0.64,0.652
2.208,93090,0.204,0.551,0.905,81.5,472.303,218.925,5232.767,137889,0.262,0.411,-0.011,0.451,0.398,0.392,0.321,-0.386,0.655,1.0,0.77,0.64,0.342,0.5,-0.008,23,0.869,0.141,0.721,0.596,0.382,0.852,-0.356,0.439,0.332,-0.012,0.63,0.988,0.73,0.518,0.511,-1.0,0.361,-0.436,0.591
1.953,90875,0.16,0.614,0.859,81.5,440.425,213.517,5108.625,143679,0.386,0.458,-0.585,0.159,0.355,-0.02,0.491,0.368,0.82,-0.189,-0.501,-0.196,-0.634,0.152,-0.618,18,0.277,0.11,0.383,-0.373,0.7,0.848,0.139,0.626,0.734,0.034,0.551,0.731,1.0,0.996,0.733,0.954,0.843,-0.723,0.89
0.953,47099,0.093,0.547,0.493,79.0,368.935,222.939,5198.851,87393,0.375,-0.353,0.303,-0.221,-0.004,0.056,0.342,-0.855,0.231,0.42,-0.196,0.471,0.382,0.211,-0.124,18,-0.033,0.143,0.951,0.675,-0.419,0.012,-0.02,0.74,0.01,-0.038,0.336,0.225,0.05,0.294,0.053,-0.722,0.554,-0.631,0.888
0.869,47382,0.148,0.611,0.629,80.7,398.078,210.689,5288.25,70048,0.226,0.03,0.143,-0.155,0.367,-0.265,0.069,0.14,-0.028,-0.033,-0.276,0.066,-0.366,0.204,1.0,36,-0.019,0.047,0.504,0.056,-0.415,0.37,0.323,0.988,-0.752,-0.081,0.438,0.788,1.0,1.0,0.064,-0.155,-0.975,-0.301,0.0
2.134,100396,0.155,0.654,0.809,79.1,463.897,215.842,5295.807,146810,0.198,-0.186,0.038,0.425,-0.03,-0.526,0.082,0.119,0.343,0.821,0.132,0.583,0.209,0.734,-0.062,16,0.155,0.141,0.19,-0.071,-0.168,0.889,-0.741,0.301,-0.056,0.436,0.543,0.388,-0.021,-0.009,-0.05,-0.196,0.264,-0.683,0.27
1.87,51811,0.111,0.574,0.544,78.1,397.036,213.282,5132.361,97398,0.116,-0.0,-0.161,0.137,0.083,-0.614,0.133,-0.704,0.342,0.8,0.485,0.212,0.201,0.747,0.773,26,0.914,0.073,0.487,0.611,-0.035,0.056,-0.577,0.44,0.041,0.905,0.411,0.644,0.027,-0.152,0.021,-0.29,0.647,-0.293,0.531
1.562,49135,0.146,0.566,0.315,80.2,374.205,206.644,5088.3,68225,0.168,-0.029,0.186,-0.147,0.431,-0.266,0.773,-0.049,-0.086,0.079,-0.176,0.029,-0.306,0.193,1.0,32,0.018,0.031,0.489,0.037,-0.316,0.207,-0.275,0.947,-0.695,-0.023,0.432,0.834,0.97,0.963,0.118,-0.115,-0.996,-0.327,0.046
1.76,98631,0.135,0.64,0.887,78.2,456.449,223.692,5048.698,138155,0.337,-0.048,-0.019,0.004,0.229,-0.427,0.389,-0.967,0.381,-0.021,0.147,0.201,-0.092,0.249,0.23,28,0.642,0.113,0.291,0.631,0.104,0.089,-0.399,0.273,0.345,0.008,0.583,0.511,0.517,0.394,0.366,-0.36,0.54,-0.463,0.492
1.278,70246,0.211,0.583,0.755,77.7,617.311,202.923,4599.852,124769,0.396,-0.781,0.388,-0.907,-0.746,-0.844,0.095,0.784,-0.829,0.908,-0.783,-0.87,-0.852,0.921,0.998,31,-0.004,0.107,1.0,-0.831,-0.734,0.337,-0.5,-0.978,-0.011,-1.0,0.953,1.0,0.08,-0.993,-0.028,1.0,-0.91,0.917,-0.949
